id,name,duration,albumName,singerName,songUrl,imageUrl,lyricUrl
152283,夏日寒风,251000,歌者恋歌浓情30年经典金曲,谭咏麟,http://music.163.com/song/media/outer/url?id=152283.mp3,http://p2.music.126.net/0g5XXOn-4BeBv2J4m-wXpw==/661905999933308.jpg,src/lyric/夏日寒风.txt
5251209,承诺(香港版),349000,承诺,谭咏麟,http://music.163.com/song/media/outer/url?id=5251209.mp3,http://p2.music.126.net/gtem-77q-H1Su04EVEo5zw==/62672162800292.jpg,src/lyric/承诺(香港版).txt
4871744,爱在深秋,242000,爱的根源,谭咏麟,http://music.163.com/song/media/outer/url?id=4871744.mp3,http://p1.music.126.net/t7LblOlrtxLWd0wgWGCI_w==/109951163023778264.jpg,src/lyric/爱在深秋.txt
32699981,暴风女神Lorelei,256000,讲不出再见,谭咏麟,http://music.163.com/song/media/outer/url?id=32699981.mp3,http://p2.music.126.net/iemXyMhi_10-RagkxOToMQ==/19235955928125824.jpg,src/lyric/暴风女神Lorelei.txt
152517,披着羊皮的狼(国),268000,天?地,谭咏麟,http://music.163.com/song/media/outer/url?id=152517.mp3,http://p2.music.126.net/_58tVbk47Eogeds2apwJjA==/129742372090761.jpg,src/lyric/披着羊皮的狼(国).txt
5271858,难念的经 - (1997年TVB版电视剧《天龙八部》片头曲),288000,电视剧歌曲大全,周华健,http://music.163.com/song/media/outer/url?id=5271858.mp3,http://p2.music.126.net/n_7R-J0uWaBPBkm7aVsA_Q==/122045790701114.jpg,src/lyric/难念的经 - (1997年TVB版电视剧《天龙八部》片头曲).txt
555984413,神话情话?(粤) - (1995年TVB版电视剧《神雕侠侣》主题曲),266000,两岸三地电视剧主题曲大比拼,周华健,http://music.163.com/song/media/outer/url?id=555984413.mp3,http://p2.music.126.net/Y1IIadn7rjGrZA5IAKLtBA==/109951163270175127.jpg,src/lyric/神话情话?(粤) - (1995年TVB版电视剧《神雕侠侣》主题曲).txt
186624,有没有一首歌会让你想起我,287000,忘忧草,周华健,http://music.163.com/song/media/outer/url?id=186624.mp3,http://p1.music.126.net/9J0uFtmpQ-Ouk3-SPDjwQA==/109951163076131271.jpg,src/lyric/有没有一首歌会让你想起我.txt
188051,让我欢喜让我忧 - (电影《夏日情未了》主题曲),284000,让我欢喜让我忧,周华健,http://music.163.com/song/media/outer/url?id=188051.mp3,http://p1.music.126.net/1YKilN4h4EN5zcjmt4zrYA==/109951163076131830.jpg,src/lyric/让我欢喜让我忧 - (电影《夏日情未了》主题曲).txt
187134,朋友,312000,朋友,周华健,http://music.163.com/song/media/outer/url?id=187134.mp3,http://p2.music.126.net/tppfAdLe7tTit1V7Tt30dQ==/109951163076136512.jpg,src/lyric/朋友.txt
187968,花心,230000,花心,周华健,http://music.163.com/song/media/outer/url?id=187968.mp3,http://p2.music.126.net/gT8luuRI717O0JDaE5qfxw==/109951163076126994.jpg,src/lyric/花心.txt
5271860,刀剑如梦 - (1994版台视版《倚天屠龙记》主题曲),188000,电视剧歌曲大全,周华健,http://music.163.com/song/media/outer/url?id=5271860.mp3,http://p2.music.126.net/n_7R-J0uWaBPBkm7aVsA_Q==/122045790701114.jpg,src/lyric/刀剑如梦 - (1994版台视版《倚天屠龙记》主题曲).txt
186583,天下有情人 - (1995年TVB版电视剧《神雕侠侣》主题曲国语版),297000,周华健?&?Friends,周华健,http://music.163.com/song/media/outer/url?id=186583.mp3,http://p2.music.126.net/07oExbcDVpGTbU-U0m4diQ==/109951163219237717.jpg,src/lyric/天下有情人 - (1995年TVB版电视剧《神雕侠侣》主题曲国语版).txt
186272,江湖笑 - (2006年张纪中版《神雕侠侣》片尾曲),264000,雨人,周华健,http://music.163.com/song/media/outer/url?id=186272.mp3,http://p2.music.126.net/PfT0v6qQ8Yg1cBrX11tkIA==/109951163076128983.jpg,src/lyric/江湖笑 - (2006年张纪中版《神雕侠侣》片尾曲).txt
5268423,手牵手 - (2003年抗非典公益歌曲),342000,用音乐加油！！手牵手大合唱,周华健,http://music.163.com/song/media/outer/url?id=5268423.mp3,http://p1.music.126.net/IeRywZSGfWP1Ggfszn3FgQ==/124244813956662.jpg,src/lyric/手牵手 - (2003年抗非典公益歌曲).txt
1313354324,出山,200000,粥请客（四）,花粥,http://music.163.com/song/media/outer/url?id=1313354324.mp3,http://p2.music.126.net/xUAfdMHdXhu3BmO4g8nOYA==/109951163573311341.jpg,src/lyric/出山.txt
1357999894,归去来兮,206000,一碗,花粥,http://music.163.com/song/media/outer/url?id=1357999894.mp3,http://p1.music.126.net/H6dt7IgvXNWhRM_w7XbcqQ==/109951163990575387.jpg,src/lyric/归去来兮.txt
574566207,盗将行,198000,粥请客（二）,花粥,http://music.163.com/song/media/outer/url?id=574566207.mp3,http://p1.music.126.net/-qHPT3rhxDlu5zQV9NcQ-A==/109951163555860423.jpg,src/lyric/盗将行.txt
557581284,纸短情长,186000,纸短情长,花粥,http://music.163.com/song/media/outer/url?id=557581284.mp3,http://p1.music.126.net/PXE9MfYCgnjHz1vkrpUywQ==/109951163290871736.jpg,src/lyric/纸短情长.txt
1358035181,落霜 - (奇幻爱情电影《傀儡姬》推广曲),209000,落霜,花粥,http://music.163.com/song/media/outer/url?id=1358035181.mp3,http://p2.music.126.net/cMcVx2eWWXO3zHTouRstKg==/109951163990747016.jpg,src/lyric/落霜 - (奇幻爱情电影《傀儡姬》推广曲).txt
450853439,遥不可及的你,150000,2017（一）,花粥,http://music.163.com/song/media/outer/url?id=450853439.mp3,http://p1.music.126.net/_d88fVvtP17B-hV7z1lWzg==/109951162835476747.jpg,src/lyric/遥不可及的你.txt
1336866698,浮白,228000,浮白,花粥,http://music.163.com/song/media/outer/url?id=1336866698.mp3,http://p2.music.126.net/dy4SZtCPKqnXh5qI61S3Nw==/109951163825880020.jpg,src/lyric/浮白.txt
460542191,一腔诗意喂了狗,131000,2017（三）,花粥,http://music.163.com/song/media/outer/url?id=460542191.mp3,http://p2.music.126.net/9Im0UWy0_IedMLBvp4FsLg==/109951163957797206.jpg,src/lyric/一腔诗意喂了狗.txt
1313107233,活该,169000,活该,花粥,http://music.163.com/song/media/outer/url?id=1313107233.mp3,http://p1.music.126.net/w9eFcvd6oq6Xxk-00UYKHg==/109951163573482907.jpg,src/lyric/活该.txt
247172,二十岁的某一天,145000,早年间的一些歌,花粥,http://music.163.com/song/media/outer/url?id=247172.mp3,http://p2.music.126.net/CmoiJUfMIMCBUpcozHbsIQ==/109951163914376752.jpg,src/lyric/二十岁的某一天.txt
421423806,小半,297000,小梦大半,陈粒,http://music.163.com/song/media/outer/url?id=421423806.mp3,http://p2.music.126.net/HQxTggMCB7AHUXN-ZFEtmA==/1371091013186741.jpg,src/lyric/小半.txt
